season,week,location,team,opponent,final_score,spread_line,team_coach,opponent_coach,game_id
2015,10,Home,TEN,CAR,10-27,-3.5,Ken Whisenhunt,Ron Rivera,2015_10_CAR_TEN
2015,10,Away,CHI,LA,37-13,-7.5,John Fox,Jeff Fisher,2015_10_CHI_STL
2015,10,Home,LA,CHI,13-37,7.5,Jeff Fisher,John Fox,2015_10_CHI_STL
2015,10,Away,MIA,PHI,20-19,-5.5,Joe Philbin,Chip Kelly,2015_10_MIA_PHI
2015,10,Home,PHI,MIA,19-20,5.5,Chip Kelly,Joe Philbin,2015_10_MIA_PHI
2015,10,Away,JAX,BAL,22-20,-4,Gus Bradley,John Harbaugh,2015_10_JAX_BAL
2015,10,Home,BAL,JAX,20-22,4,John Harbaugh,Gus Bradley,2015_10_JAX_BAL
2015,10,Away,CLE,PIT,9-30,-7,Mike Pettine,Mike Tomlin,2015_10_CLE_PIT
2015,10,Home,PIT,CLE,30-9,7,Mike Tomlin,Mike Pettine,2015_10_CLE_PIT
2015,10,Away,MIN,LV,30-14,-3,Mike Zimmer,Jack Del Rio,2015_10_MIN_OAK
2015,10,Home,LV,MIN,14-30,3,Jack Del Rio,Mike Zimmer,2015_10_MIN_OAK
2015,10,Away,NE,NYG,27-26,7,Bill Belichick,Tom Coughlin,2015_10_NE_NYG
2015,10,Home,NYG,NE,26-27,-7,Tom Coughlin,Bill Belichick,2015_10_NE_NYG
2015,10,Away,KC,DEN,29-13,-4,Andy Reid,Gary Kubiak,2015_10_KC_DEN
2015,10,Home,DEN,KC,13-29,4,Gary Kubiak,Andy Reid,2015_10_KC_DEN
2015,10,Away,ARI,SEA,39-32,-3,Bruce Arians,Pete Carroll,2015_10_ARI_SEA
2015,10,Home,SEA,ARI,32-39,3,Pete Carroll,Bruce Arians,2015_10_ARI_SEA
2015,10,Away,HOU,CIN,10-6,-10,Bill O'Brien,Marvin Lewis,2015_10_HOU_CIN
2015,10,Home,CIN,HOU,6-10,10,Marvin Lewis,Bill O'Brien,2015_10_HOU_CIN
2015,11,Away,TEN,JAX,13-19,-3,Ken Whisenhunt,Gus Bradley,2015_11_TEN_JAX
2015,11,Home,JAX,TEN,19-13,3,Gus Bradley,Ken Whisenhunt,2015_11_TEN_JAX
2015,11,Away,DEN,CHI,17-15,2.5,Gary Kubiak,John Fox,2015_11_DEN_CHI
2015,11,Home,CHI,DEN,15-17,-2.5,John Fox,Gary Kubiak,2015_11_DEN_CHI
2015,11,Away,LV,DET,13-18,2,Jack Del Rio,Jim Caldwell,2015_11_OAK_DET
2015,11,Home,DET,LV,18-13,-2,Jim Caldwell,Jack Del Rio,2015_11_OAK_DET
2015,11,Away,IND,ATL,24-21,-3.5,Chuck Pagano,Dan Quinn,2015_11_IND_ATL
2015,11,Home,ATL,IND,21-24,3.5,Dan Quinn,Chuck Pagano,2015_11_IND_ATL
2015,11,Away,NYJ,HOU,17-24,4,Todd Bowles,Bill O'Brien,2015_11_NYJ_HOU
2015,11,Home,HOU,NYJ,24-17,-4,Bill O'Brien,Todd Bowles,2015_11_NYJ_HOU
2015,11,Away,TB,PHI,45-17,-7,Lovie Smith,Chip Kelly,2015_11_TB_PHI
2015,11,Home,PHI,TB,17-45,7,Chip Kelly,Lovie Smith,2015_11_TB_PHI
2015,11,Away,WAS,CAR,16-44,-7,Jay Gruden,Ron Rivera,2015_11_WAS_CAR
2015,11,Home,CAR,WAS,44-16,7,Ron Rivera,Jay Gruden,2015_11_WAS_CAR
2015,11,Away,DAL,MIA,24-14,2.5,Jason Garrett,Joe Philbin,2015_11_DAL_MIA
2015,11,Home,MIA,DAL,14-24,-2.5,Joe Philbin,Jason Garrett,2015_11_DAL_MIA
2015,11,Away,LA,BAL,13-16,-3,Jeff Fisher,John Harbaugh,2015_11_STL_BAL
2015,11,Home,BAL,LA,16-13,3,John Harbaugh,Jeff Fisher,2015_11_STL_BAL
2015,11,Away,KC,LAC,33-3,3,Andy Reid,Mike McCoy,2015_11_KC_SD
2015,11,Home,LAC,KC,3-33,-3,Mike McCoy,Andy Reid,2015_11_KC_SD
2015,11,Away,GB,MIN,30-13,1,Mike McCarthy,Mike Zimmer,2015_11_GB_MIN
2015,11,Home,MIN,GB,13-30,-1,Mike Zimmer,Mike McCarthy,2015_11_GB_MIN
2015,11,Away,SF,SEA,13-29,-14,Jim Tomsula,Pete Carroll,2015_11_SF_SEA
2015,11,Home,SEA,SF,29-13,14,Pete Carroll,Jim Tomsula,2015_11_SF_SEA
2015,11,Away,CIN,ARI,31-34,-4,Marvin Lewis,Bruce Arians,2015_11_CIN_ARI
2015,11,Home,ARI,CIN,34-31,4,Bruce Arians,Marvin Lewis,2015_11_CIN_ARI
2015,11,Away,BUF,NE,13-20,-7,Rex Ryan,Bill Belichick,2015_11_BUF_NE
2015,11,Home,NE,BUF,20-13,7,Bill Belichick,Rex Ryan,2015_11_BUF_NE
2015,12,Away,PHI,DET,14-45,-3,Chip Kelly,Jim Caldwell,2015_12_PHI_DET
2015,12,Home,DET,PHI,45-14,3,Jim Caldwell,Chip Kelly,2015_12_PHI_DET
2015,12,Away,CAR,DAL,33-14,1,Ron Rivera,Jason Garrett,2015_12_CAR_DAL
2015,12,Home,DAL,CAR,14-33,-1,Jason Garrett,Ron Rivera,2015_12_CAR_DAL
2015,12,Away,CHI,GB,17-13,-7.5,John Fox,Mike McCarthy,2015_12_CHI_GB
2015,12,Home,GB,CHI,13-17,7.5,Mike McCarthy,John Fox,2015_12_CHI_GB
2015,12,Away,NYG,WAS,14-20,1,Tom Coughlin,Jay Gruden,2015_12_NYG_WAS
2015,12,Home,WAS,NYG,20-14,-1,Jay Gruden,Tom Coughlin,2015_12_NYG_WAS
2015,12,Away,MIN,ATL,20-10,-2,Mike Zimmer,Dan Quinn,2015_12_MIN_ATL
2015,12,Home,ATL,MIN,10-20,2,Dan Quinn,Mike Zimmer,2015_12_MIN_ATL
2015,12,Away,LA,CIN,7-31,-10.5,Jeff Fisher,Marvin Lewis,2015_12_STL_CIN
2015,12,Home,CIN,LA,31-7,10.5,Marvin Lewis,Jeff Fisher,2015_12_STL_CIN
2015,12,Away,NO,HOU,6-24,-3.5,Sean Payton,Bill O'Brien,2015_12_NO_HOU
2015,12,Home,HOU,NO,24-6,3.5,Bill O'Brien,Sean Payton,2015_12_NO_HOU
2015,12,Away,TB,IND,12-25,-3,Lovie Smith,Chuck Pagano,2015_12_TB_IND
2015,12,Home,IND,TB,25-12,3,Chuck Pagano,Lovie Smith,2015_12_TB_IND
2015,12,Away,MIA,NYJ,20-38,-4.5,Joe Philbin,Todd Bowles,2015_12_MIA_NYJ
2015,12,Home,NYJ,MIA,38-20,4.5,Todd Bowles,Joe Philbin,2015_12_MIA_NYJ
2015,12,Away,LAC,JAX,31-25,-5,Mike McCoy,Gus Bradley,2015_12_SD_JAX
2015,12,Home,JAX,LAC,25-31,5,Gus Bradley,Mike McCoy,2015_12_SD_JAX
2015,12,Away,LV,TEN,24-21,1,Jack Del Rio,Ken Whisenhunt,2015_12_OAK_TEN
2015,12,Home,TEN,LV,21-24,-1,Ken Whisenhunt,Jack Del Rio,2015_12_OAK_TEN
2015,12,Away,BUF,KC,22-30,-4.5,Rex Ryan,Andy Reid,2015_12_BUF_KC
2015,12,Home,KC,BUF,30-22,4.5,Andy Reid,Rex Ryan,2015_12_BUF_KC
2015,12,Away,ARI,SF,19-13,7.5,Bruce Arians,Jim Tomsula,2015_12_ARI_SF
2015,12,Home,SF,ARI,13-19,-7.5,Jim Tomsula,Bruce Arians,2015_12_ARI_SF
2015,12,Away,PIT,SEA,30-39,-3,Mike Tomlin,Pete Carroll,2015_12_PIT_SEA
2015,12,Home,SEA,PIT,39-30,3,Pete Carroll,Mike Tomlin,2015_12_PIT_SEA
2015,12,Away,NE,DEN,24-30,2.5,Bill Belichick,Gary Kubiak,2015_12_NE_DEN
2015,12,Home,DEN,NE,30-24,-2.5,Gary Kubiak,Bill Belichick,2015_12_NE_DEN
2015,12,Away,BAL,CLE,33-27,-6,John Harbaugh,Mike Pettine,2015_12_BAL_CLE
2015,12,Home,CLE,BAL,27-33,6,Mike Pettine,John Harbaugh,2015_12_BAL_CLE
2015,13,Away,GB,DET,27-23,2.5,Mike McCarthy,Jim Caldwell,2015_13_GB_DET
2015,13,Home,DET,GB,23-27,-2.5,Jim Caldwell,Mike McCarthy,2015_13_GB_DET
2015,13,Away,NYJ,NYG,23-20,2,Todd Bowles,Tom Coughlin,2015_13_NYJ_NYG
2015,13,Home,NYG,NYJ,20-23,-2,Tom Coughlin,Todd Bowles,2015_13_NYJ_NYG
2015,13,Away,HOU,BUF,21-30,-3,Bill O'Brien,Rex Ryan,2015_13_HOU_BUF
2015,13,Home,BUF,HOU,30-21,3,Rex Ryan,Bill O'Brien,2015_13_HOU_BUF
2015,13,Away,BAL,MIA,13-15,-3.5,John Harbaugh,Joe Philbin,2015_13_BAL_MIA
2015,13,Home,MIA,BAL,15-13,3.5,Joe Philbin,John Harbaugh,2015_13_BAL_MIA
2015,13,Away,CIN,CLE,37-3,7.5,Marvin Lewis,Mike Pettine,2015_13_CIN_CLE
2015,13,Home,CLE,CIN,3-37,-7.5,Mike Pettine,Marvin Lewis,2015_13_CIN_CLE
2015,13,Away,JAX,TEN,39-42,-3,Gus Bradley,Ken Whisenhunt,2015_13_JAX_TEN
2015,13,Home,TEN,JAX,42-39,3,Ken Whisenhunt,Gus Bradley,2015_13_JAX_TEN
2015,13,Away,SF,CHI,26-20,-6,Jim Tomsula,John Fox,2015_13_SF_CHI
2015,13,Home,CHI,SF,20-26,6,John Fox,Jim Tomsula,2015_13_SF_CHI
2015,13,Away,SEA,MIN,38-7,2.5,Pete Carroll,Mike Zimmer,2015_13_SEA_MIN
2015,13,Home,MIN,SEA,7-38,-2.5,Mike Zimmer,Pete Carroll,2015_13_SEA_MIN
2015,13,Away,ATL,TB,19-23,-1,Dan Quinn,Lovie Smith,2015_13_ATL_TB
2015,13,Home,TB,ATL,23-19,1,Lovie Smith,Dan Quinn,2015_13_ATL_TB
2015,13,Away,ARI,LA,27-3,3.5,Bruce Arians,Jeff Fisher,2015_13_ARI_STL
2015,13,Home,LA,ARI,3-27,-3.5,Jeff Fisher,Bruce Arians,2015_13_ARI_STL
2015,13,Away,KC,LV,34-20,3,Andy Reid,Jack Del Rio,2015_13_KC_OAK
2015,13,Home,LV,KC,20-34,-3,Jack Del Rio,Andy Reid,2015_13_KC_OAK
2015,13,Away,DEN,LAC,17-3,6,Gary Kubiak,Mike McCoy,2015_13_DEN_SD
2015,13,Home,LAC,DEN,3-17,-6,Mike McCoy,Gary Kubiak,2015_13_DEN_SD
2015,13,Away,CAR,NO,41-38,5.5,Ron Rivera,Sean Payton,2015_13_CAR_NO
2015,13,Home,NO,CAR,38-41,-5.5,Sean Payton,Ron Rivera,2015_13_CAR_NO
2015,13,Away,PHI,NE,35-28,-9.5,Chip Kelly,Bill Belichick,2015_13_PHI_NE
2015,13,Home,NE,PHI,28-35,9.5,Bill Belichick,Chip Kelly,2015_13_PHI_NE
2015,13,Away,IND,PIT,10-45,-10,Chuck Pagano,Mike Tomlin,2015_13_IND_PIT
2015,13,Home,PIT,IND,45-10,10,Mike Tomlin,Chuck Pagano,2015_13_IND_PIT
2015,13,Away,DAL,WAS,19-16,-2,Jason Garrett,Jay Gruden,2015_13_DAL_WAS
2015,13,Home,WAS,DAL,16-19,2,Jay Gruden,Jason Garrett,2015_13_DAL_WAS
2015,14,Away,MIN,ARI,20-23,-10,Mike Zimmer,Bruce Arians,2015_14_MIN_ARI
2015,14,Home,ARI,MIN,23-20,10,Bruce Arians,Mike Zimmer,2015_14_MIN_ARI
2015,14,Away,BUF,PHI,20-23,-1,Rex Ryan,Chip Kelly,2015_14_BUF_PHI
2015,14,Home,PHI,BUF,23-20,1,Chip Kelly,Rex Ryan,2015_14_BUF_PHI
2015,14,Away,TEN,NYJ,8-30,-8,Ken Whisenhunt,Todd Bowles,2015_14_TEN_NYJ
2015,14,Home,NYJ,TEN,30-8,8,Todd Bowles,Ken Whisenhunt,2015_14_TEN_NYJ
2015,14,Away,PIT,CIN,33-20,-1,Mike Tomlin,Marvin Lewis,2015_14_PIT_CIN
2015,14,Home,CIN,PIT,20-33,1,Marvin Lewis,Mike Tomlin,2015_14_PIT_CIN
2015,14,Away,IND,JAX,16-51,-1,Chuck Pagano,Gus Bradley,2015_14_IND_JAX
2015,14,Home,JAX,IND,51-16,1,Gus Bradley,Chuck Pagano,2015_14_IND_JAX
2015,14,Away,LAC,KC,3-10,-11.5,Mike McCoy,Andy Reid,2015_14_SD_KC
2015,14,Home,KC,LAC,10-3,11.5,Andy Reid,Mike McCoy,2015_14_SD_KC
2015,14,Away,WAS,CHI,24-21,-4,Jay Gruden,John Fox,2015_14_WAS_CHI
2015,14,Home,CHI,WAS,21-24,4,John Fox,Jay Gruden,2015_14_WAS_CHI
2015,14,Away,ATL,CAR,0-38,-8.5,Dan Quinn,Ron Rivera,2015_14_ATL_CAR
2015,14,Home,CAR,ATL,38-0,8.5,Ron Rivera,Dan Quinn,2015_14_ATL_CAR
2015,14,Away,NO,TB,24-17,-6,Sean Payton,Lovie Smith,2015_14_NO_TB
2015,14,Home,TB,NO,17-24,6,Lovie Smith,Sean Payton,2015_14_NO_TB
2015,14,Away,DET,LA,14-21,3,Jim Caldwell,Jeff Fisher,2015_14_DET_STL
2015,14,Home,LA,DET,21-14,-3,Jeff Fisher,Jim Caldwell,2015_14_DET_STL
2015,14,Away,SF,CLE,10-24,-2.5,Jim Tomsula,Mike Pettine,2015_14_SF_CLE
2015,14,Home,CLE,SF,24-10,2.5,Mike Pettine,Jim Tomsula,2015_14_SF_CLE
2015,14,Away,SEA,BAL,35-6,10.5,Pete Carroll,John Harbaugh,2015_14_SEA_BAL
2015,14,Home,BAL,SEA,6-35,-10.5,John Harbaugh,Pete Carroll,2015_14_SEA_BAL
2015,14,Away,LV,DEN,15-12,-6,Jack Del Rio,Gary Kubiak,2015_14_OAK_DEN
2015,14,Home,DEN,LV,12-15,6,Gary Kubiak,Jack Del Rio,2015_14_OAK_DEN
2015,14,Away,DAL,GB,7-28,-6,Jason Garrett,Mike McCarthy,2015_14_DAL_GB
2015,14,Home,GB,DAL,28-7,6,Mike McCarthy,Jason Garrett,2015_14_DAL_GB
2015,14,Away,NE,HOU,27-6,4,Bill Belichick,Bill O'Brien,2015_14_NE_HOU
2015,14,Home,HOU,NE,6-27,-4,Bill O'Brien,Bill Belichick,2015_14_NE_HOU
2015,14,Away,NYG,MIA,31-24,2.5,Tom Coughlin,Joe Philbin,2015_14_NYG_MIA
2015,14,Home,MIA,NYG,24-31,-2.5,Joe Philbin,Tom Coughlin,2015_14_NYG_MIA
2015,15,Away,TB,LA,23-31,-1,Lovie Smith,Jeff Fisher,2015_15_TB_STL
2015,15,Home,LA,TB,31-23,1,Jeff Fisher,Lovie Smith,2015_15_TB_STL
2015,15,Away,NYJ,DAL,19-16,3,Todd Bowles,Jason Garrett,2015_15_NYJ_DAL
2015,15,Home,DAL,NYJ,16-19,-3,Jason Garrett,Todd Bowles,2015_15_NYJ_DAL
2015,15,Away,CAR,NYG,38-35,4.5,Ron Rivera,Tom Coughlin,2015_15_CAR_NYG
2015,15,Home,NYG,CAR,35-38,-4.5,Tom Coughlin,Ron Rivera,2015_15_CAR_NYG
2015,15,Away,CHI,MIN,17-38,-4,John Fox,Mike Zimmer,2015_15_CHI_MIN
2015,15,Home,MIN,CHI,38-17,4,Mike Zimmer,John Fox,2015_15_CHI_MIN
2015,15,Away,ATL,JAX,23-17,-2,Dan Quinn,Gus Bradley,2015_15_ATL_JAX
2015,15,Home,JAX,ATL,17-23,2,Gus Bradley,Dan Quinn,2015_15_ATL_JAX
2015,15,Away,HOU,IND,16-10,-2.5,Bill O'Brien,Chuck Pagano,2015_15_HOU_IND
2015,15,Home,IND,HOU,10-16,2.5,Chuck Pagano,Bill O'Brien,2015_15_HOU_IND
2015,15,Away,TEN,NE,16-33,-14.5,Ken Whisenhunt,Bill Belichick,2015_15_TEN_NE
2015,15,Home,NE,TEN,33-16,14.5,Bill Belichick,Ken Whisenhunt,2015_15_TEN_NE
2015,15,Away,KC,BAL,34-14,6.5,Andy Reid,John Harbaugh,2015_15_KC_BAL
2015,15,Home,BAL,KC,14-34,-6.5,John Harbaugh,Andy Reid,2015_15_KC_BAL
2015,15,Away,BUF,WAS,25-35,2.5,Rex Ryan,Jay Gruden,2015_15_BUF_WAS
2015,15,Home,WAS,BUF,35-25,-2.5,Jay Gruden,Rex Ryan,2015_15_BUF_WAS
2015,15,Away,CLE,SEA,13-30,-14.5,Mike Pettine,Pete Carroll,2015_15_CLE_SEA
2015,15,Home,SEA,CLE,30-13,14.5,Pete Carroll,Mike Pettine,2015_15_CLE_SEA
2015,15,Away,GB,LV,30-20,4,Mike McCarthy,Jack Del Rio,2015_15_GB_OAK
2015,15,Home,LV,GB,20-30,-4,Jack Del Rio,Mike McCarthy,2015_15_GB_OAK
2015,15,Away,DEN,PIT,27-34,-7.5,Gary Kubiak,Mike Tomlin,2015_15_DEN_PIT
2015,15,Home,PIT,DEN,34-27,7.5,Mike Tomlin,Gary Kubiak,2015_15_DEN_PIT
2015,15,Away,MIA,LAC,14-30,-1,Joe Philbin,Mike McCoy,2015_15_MIA_SD
2015,15,Home,LAC,MIA,30-14,1,Mike McCoy,Joe Philbin,2015_15_MIA_SD
2015,15,Away,CIN,SF,24-14,7,Marvin Lewis,Jim Tomsula,2015_15_CIN_SF
2015,15,Home,SF,CIN,14-24,-7,Jim Tomsula,Marvin Lewis,2015_15_CIN_SF
2015,15,Away,ARI,PHI,40-17,3.5,Bruce Arians,Chip Kelly,2015_15_ARI_PHI
2015,15,Home,PHI,ARI,17-40,-3.5,Chip Kelly,Bruce Arians,2015_15_ARI_PHI
2015,15,Away,DET,NO,35-27,-2.5,Jim Caldwell,Sean Payton,2015_15_DET_NO
2015,15,Home,NO,DET,27-35,2.5,Sean Payton,Jim Caldwell,2015_15_DET_NO
2015,16,Away,LAC,LV,20-23,-4,Mike McCoy,Jack Del Rio,2015_16_SD_OAK
2015,16,Home,LV,LAC,23-20,4,Jack Del Rio,Mike McCoy,2015_16_SD_OAK
2015,16,Away,WAS,PHI,38-24,-3.5,Jay Gruden,Chip Kelly,2015_16_WAS_PHI
2015,16,Home,PHI,WAS,24-38,3.5,Chip Kelly,Jay Gruden,2015_16_WAS_PHI
2015,16,Away,IND,MIA,18-12,-2.5,Chuck Pagano,Joe Philbin,2015_16_IND_MIA
2015,16,Home,MIA,IND,12-18,2.5,Joe Philbin,Chuck Pagano,2015_16_IND_MIA
2015,16,Away,NE,NYJ,20-26,2.5,Bill Belichick,Todd Bowles,2015_16_NE_NYJ
2015,16,Home,NYJ,NE,26-20,-2.5,Todd Bowles,Bill Belichick,2015_16_NE_NYJ
2015,16,Away,HOU,TEN,34-6,3.5,Bill O'Brien,Ken Whisenhunt,2015_16_HOU_TEN
2015,16,Home,TEN,HOU,6-34,-3.5,Ken Whisenhunt,Bill O'Brien,2015_16_HOU_TEN
2015,16,Away,CLE,KC,13-17,-11.5,Mike Pettine,Andy Reid,2015_16_CLE_KC
2015,16,Home,KC,CLE,17-13,11.5,Andy Reid,Mike Pettine,2015_16_CLE_KC
2015,16,Away,SF,DET,17-32,-8.5,Jim Tomsula,Jim Caldwell,2015_16_SF_DET
2015,16,Home,DET,SF,32-17,8.5,Jim Caldwell,Jim Tomsula,2015_16_SF_DET
2015,16,Away,CAR,ATL,13-20,7,Ron Rivera,Dan Quinn,2015_16_CAR_ATL
2015,16,Home,ATL,CAR,20-13,-7,Dan Quinn,Ron Rivera,2015_16_CAR_ATL
2015,16,Away,CHI,TB,26-21,-3,John Fox,Lovie Smith,2015_16_CHI_TB
2015,16,Home,TB,CHI,21-26,3,Lovie Smith,John Fox,2015_16_CHI_TB
2015,16,Away,DAL,BUF,6-16,-6.5,Jason Garrett,Rex Ryan,2015_16_DAL_BUF
2015,16,Home,BUF,DAL,16-6,6.5,Rex Ryan,Jason Garrett,2015_16_DAL_BUF
2015,16,Away,PIT,BAL,17-20,11,Mike Tomlin,John Harbaugh,2015_16_PIT_BAL
2015,16,Home,BAL,PIT,20-17,-11,John Harbaugh,Mike Tomlin,2015_16_PIT_BAL
2015,16,Away,JAX,NO,27-38,-2.5,Gus Bradley,Sean Payton,2015_16_JAX_NO
2015,16,Home,NO,JAX,38-27,2.5,Sean Payton,Gus Bradley,2015_16_JAX_NO
2015,16,Away,GB,ARI,8-38,-6,Mike McCarthy,Bruce Arians,2015_16_GB_ARI
2015,16,Home,ARI,GB,38-8,6,Bruce Arians,Mike McCarthy,2015_16_GB_ARI
2015,16,Away,LA,SEA,23-17,-11,Jeff Fisher,Pete Carroll,2015_16_STL_SEA
2015,16,Home,SEA,LA,17-23,11,Pete Carroll,Jeff Fisher,2015_16_STL_SEA
2015,16,Away,NYG,MIN,17-49,-7,Tom Coughlin,Mike Zimmer,2015_16_NYG_MIN
2015,16,Home,MIN,NYG,49-17,7,Mike Zimmer,Tom Coughlin,2015_16_NYG_MIN
2015,16,Away,CIN,DEN,17-20,-3.5,Marvin Lewis,Gary Kubiak,2015_16_CIN_DEN
2015,16,Home,DEN,CIN,20-17,3.5,Gary Kubiak,Marvin Lewis,2015_16_CIN_DEN
2015,17,Away,NYJ,BUF,17-22,2.5,Todd Bowles,Rex Ryan,2015_17_NYJ_BUF
2015,17,Home,BUF,NYJ,22-17,-2.5,Rex Ryan,Todd Bowles,2015_17_NYJ_BUF
2015,17,Away,NE,MIA,10-20,10,Bill Belichick,Joe Philbin,2015_17_NE_MIA
2015,17,Home,MIA,NE,20-10,-10,Joe Philbin,Bill Belichick,2015_17_NE_MIA
2015,17,Away,BAL,CIN,16-24,-10,John Harbaugh,Marvin Lewis,2015_17_BAL_CIN
2015,17,Home,CIN,BAL,24-16,10,Marvin Lewis,John Harbaugh,2015_17_BAL_CIN
2015,17,Away,PIT,CLE,28-12,13,Mike Tomlin,Mike Pettine,2015_17_PIT_CLE
2015,17,Home,CLE,PIT,12-28,-13,Mike Pettine,Mike Tomlin,2015_17_PIT_CLE
2015,17,Away,JAX,HOU,6-30,-5,Gus Bradley,Bill O'Brien,2015_17_JAX_HOU
2015,17,Home,HOU,JAX,30-6,5,Bill O'Brien,Gus Bradley,2015_17_JAX_HOU
2015,17,Away,TEN,IND,24-30,-3.5,Ken Whisenhunt,Chuck Pagano,2015_17_TEN_IND
2015,17,Home,IND,TEN,30-24,3.5,Chuck Pagano,Ken Whisenhunt,2015_17_TEN_IND
2015,17,Away,WAS,DAL,34-23,-3,Jay Gruden,Jason Garrett,2015_17_WAS_DAL
2015,17,Home,DAL,WAS,23-34,3,Jason Garrett,Jay Gruden,2015_17_WAS_DAL
2015,17,Away,PHI,NYG,35-30,-4,Pat Shurmur,Tom Coughlin,2015_17_PHI_NYG
2015,17,Home,NYG,PHI,30-35,4,Tom Coughlin,Pat Shurmur,2015_17_PHI_NYG
2015,17,Away,DET,CHI,24-20,2.5,Jim Caldwell,John Fox,2015_17_DET_CHI
2015,17,Home,CHI,DET,20-24,-2.5,John Fox,Jim Caldwell,2015_17_DET_CHI
2015,17,Away,NO,ATL,20-17,-6,Sean Payton,Dan Quinn,2015_17_NO_ATL
2015,17,Home,ATL,NO,17-20,6,Dan Quinn,Sean Payton,2015_17_NO_ATL
2015,17,Away,LV,KC,17-23,-6.5,Jack Del Rio,Andy Reid,2015_17_OAK_KC
2015,17,Home,KC,LV,23-17,6.5,Andy Reid,Jack Del Rio,2015_17_OAK_KC
2015,17,Away,TB,CAR,10-38,-10,Lovie Smith,Ron Rivera,2015_17_TB_CAR
2015,17,Home,CAR,TB,38-10,10,Ron Rivera,Lovie Smith,2015_17_TB_CAR
2015,17,Away,LAC,DEN,20-27,-10,Mike McCoy,Gary Kubiak,2015_17_SD_DEN
2015,17,Home,DEN,LAC,27-20,10,Gary Kubiak,Mike McCoy,2015_17_SD_DEN
2015,17,Away,SEA,ARI,36-6,-6,Pete Carroll,Bruce Arians,2015_17_SEA_ARI
2015,17,Home,ARI,SEA,6-36,6,Bruce Arians,Pete Carroll,2015_17_SEA_ARI
2015,17,Away,LA,SF,16-19,3,Jeff Fisher,Jim Tomsula,2015_17_STL_SF
2015,17,Home,SF,LA,19-16,-3,Jim Tomsula,Jeff Fisher,2015_17_STL_SF
2015,17,Away,MIN,GB,20-13,-3,Mike Zimmer,Mike McCarthy,2015_17_MIN_GB
2015,17,Home,GB,MIN,13-20,3,Mike McCarthy,Mike Zimmer,2015_17_MIN_GB
2015,18,Away,KC,HOU,30-0,3,Andy Reid,Bill O'Brien,2015_18_KC_HOU
2015,18,Home,HOU,KC,0-30,-3,Bill O'Brien,Andy Reid,2015_18_KC_HOU
2015,18,Away,PIT,CIN,18-16,2,Mike Tomlin,Marvin Lewis,2015_18_PIT_CIN
2015,18,Home,CIN,PIT,16-18,-2,Marvin Lewis,Mike Tomlin,2015_18_PIT_CIN
2015,18,Away,SEA,MIN,10-9,4,Pete Carroll,Mike Zimmer,2015_18_SEA_MIN
2015,18,Home,MIN,SEA,9-10,-4,Mike Zimmer,Pete Carroll,2015_18_SEA_MIN
2015,18,Away,GB,WAS,35-18,-2,Mike McCarthy,Jay Gruden,2015_18_GB_WAS
2015,18,Home,WAS,GB,18-35,2,Jay Gruden,Mike McCarthy,2015_18_GB_WAS
2015,19,Away,KC,NE,20-27,-6,Andy Reid,Bill Belichick,2015_19_KC_NE
2015,19,Home,NE,KC,27-20,6,Bill Belichick,Andy Reid,2015_19_KC_NE
2015,19,Away,GB,ARI,20-26,-7,Mike McCarthy,Bruce Arians,2015_19_GB_ARI
2015,19,Home,ARI,GB,26-20,7,Bruce Arians,Mike McCarthy,2015_19_GB_ARI
2015,19,Away,SEA,CAR,24-31,-2.5,Pete Carroll,Ron Rivera,2015_19_SEA_CAR
2015,19,Home,CAR,SEA,31-24,2.5,Ron Rivera,Pete Carroll,2015_19_SEA_CAR
2015,19,Away,PIT,DEN,16-23,-7,Mike Tomlin,Gary Kubiak,2015_19_PIT_DEN
2015,19,Home,DEN,PIT,23-16,7,Gary Kubiak,Mike Tomlin,2015_19_PIT_DEN
2015,20,Away,NE,DEN,18-20,2.5,Bill Belichick,Gary Kubiak,2015_20_NE_DEN
2015,20,Home,DEN,NE,20-18,-2.5,Gary Kubiak,Bill Belichick,2015_20_NE_DEN
2015,20,Away,ARI,CAR,15-49,-3.5,Bruce Arians,Ron Rivera,2015_20_ARI_CAR
2015,20,Home,CAR,ARI,49-15,3.5,Ron Rivera,Bruce Arians,2015_20_ARI_CAR
2015,21,Neutral,CAR,DEN,10-24,4.5,Ron Rivera,Gary Kubiak,2015_21_CAR_DEN
2015,21,Neutral,DEN,CAR,24-10,-4.5,Gary Kubiak,Ron Rivera,2015_21_CAR_DEN
2016,1,Away,CAR,DEN,20-21,3,Ron Rivera,Gary Kubiak,2016_01_CAR_DEN
2016,1,Home,DEN,CAR,21-20,-3,Gary Kubiak,Ron Rivera,2016_01_CAR_DEN
2016,1,Away,TB,ATL,31-24,-2.5,Dirk Koetter,Dan Quinn,2016_01_TB_ATL
2016,1,Home,ATL,TB,24-31,2.5,Dan Quinn,Dirk Koetter,2016_01_TB_ATL
2016,1,Away,BUF,BAL,7-13,-3,Rex Ryan,John Harbaugh,2016_01_BUF_BAL
2016,1,Home,BAL,BUF,13-7,3,John Harbaugh,Rex Ryan,2016_01_BUF_BAL
2016,1,Away,CHI,HOU,14-23,-5.5,John Fox,Bill O'Brien,2016_01_CHI_HOU
2016,1,Home,HOU,CHI,23-14,5.5,Bill O'Brien,John Fox,2016_01_CHI_HOU
